PDB ID,UniProt Accession,EC ID,Enzyme Name
6iqx,Q12737,1.3.3.5,bilirubin oxidase
5zlm,P07788,1.3.3.5,bilirubin oxidase
1w07,O65202,1.3.3.6,acyl-CoA oxidase
2ddh,P07872,1.3.3.6,acyl-CoA oxidase
2ix5,Q96329,1.3.3.6,acyl-CoA oxidase
5k3h,O62140,1.3.3.6,acyl-CoA oxidase
3hlx,A6T9H1,1.3.3.11,pyrroloquinoline-quinone synthase
2ipi,Q0PCD7,1.3.3.14,aclacinomycin-A oxidase
3i6d,P32397,1.3.3.15,coproporphyrinogen III oxidase (coproporphyrin-forming)
3cir,P00363,1.3.5.1,succinate dehydrogenase
1y0p,P0C278,1.3.5.1,succinate dehydrogenase
2bs2,P17412,1.3.5.1,succinate dehydrogenase
3cir,P0AC47,1.3.5.1,succinate dehydrogenase
2bs2,P17596,1.3.5.1,succinate dehydrogenase
4ysx,Q33862,1.3.5.1,succinate dehydrogenase
2h88,Q9YHT1,1.3.5.1,succinate dehydrogenase
6c12,P0AC41,1.3.5.1,succinate dehydrogenase
4ysx,O44074,1.3.5.1,succinate dehydrogenase
2h88,Q9YHT2,1.3.5.1,succinate dehydrogenase
2wdq,P07014,1.3.5.1,succinate dehydrogenase
6b8s,B5Z6I2,1.3.5.2,dihydroorotate dehydrogenase (quinone)
4oqv,Q02127,1.3.5.2,dihydroorotate dehydrogenase (quinone)
2x9o,Q02189,1.3.7.2,"15,16-dihydrobiliverdin:ferredoxin oxidoreductase"
5b4j,Q55891,1.3.7.5,phycocyanobilin:ferredoxin oxidoreductase
2vcl,Q58MU6,1.3.7.6,phycoerythrobilin synthase
3aek,P26163,1.3.7.7,ferredoxin:protochlorophyllide reductase (ATP-dependent)
3fwy,Q9RFD6,1.3.7.7,ferredoxin:protochlorophyllide reductase (ATP-dependent)
3aek,P26164,1.3.7.7,ferredoxin:protochlorophyllide reductase (ATP-dependent)
2ynm,Q7VD38,1.3.7.7,ferredoxin:protochlorophyllide reductase (ATP-dependent)
2xdq,Q8DGC6,1.3.7.7,ferredoxin:protochlorophyllide reductase (ATP-dependent)
2ynm,Q7VD39,1.3.7.7,ferredoxin:protochlorophyllide reductase (ATP-dependent)
2ynm,Q7VD37,1.3.7.7,ferredoxin:protochlorophyllide reductase (ATP-dependent)
2xdq,Q8DGH2,1.3.7.7,ferredoxin:protochlorophyllide reductase (ATP-dependent)
3agc,Q8LDU4,1.3.7.12,red chlorophyll catabolite reductase
2vig,P16219,1.3.8.1,short-chain acyl-CoA dehydrogenase
1rx0,Q9UKU7,1.3.8.5,short-chain 2-methylacyl-CoA dehydrogenase
2jif,P45954,1.3.8.5,short-chain 2-methylacyl-CoA dehydrogenase
4p13,P11310,1.3.8.7,medium-chain acyl-CoA dehydrogenase
2uxw,P49748,1.3.8.9,very-long-chain acyl-CoA dehydrogenase
5zw7,Q5W271,1.3.8.14,L-prolyl-[peptidyl-carrier protein] dehydrogenase
4xom,P9WP79,1.3.8.17,dehydro coenzyme F420 reductase
2e6f,Q4D3W2,1.3.98.1,dihydroorotate oxidase (fumarate)
1olt,P32131,1.3.98.3,coproporphyrinogen dehydrogenase
5loq,Q8Y5F1,1.3.98.5,hydrogen peroxide-dependent heme synthase
4dgk,P21685,1.3.99.31,phytoene desaturase (lycopene-forming)
3mpi,C3UVB0,1.3.99.32,glutaryl-CoA dehydrogenase (acceptor)
1omo,O28608,1.4.1.1,alanine dehydrogenase
3k92,P39633,1.4.1.2,glutamate dehydrogenase
3k8z,P50735,1.4.1.2,glutamate dehydrogenase
6dhq,P00366,1.4.1.3,glutamate dehydrogenase [NAD(P)(+)]
1gtm,P80319,1.4.1.3,glutamate dehydrogenase [NAD(P)(+)]
5gz3,G1UII1,1.4.1.16,diaminopimelate dehydrogenase
1wtj,Q4U331,1.4.1.17,N-methylalanine dehydrogenase
1c1d,Q59771,1.4.1.20,phenylalanine dehydrogenase
2dc1,O28440,1.4.1.21,aspartate dehydrogenase
1j5p,Q9X1X6,1.4.1.21,aspartate dehydrogenase
2iid,P81382,1.4.3.2,L-amino-acid oxidase
2jae,Q8VPD4,1.4.3.2,L-amino-acid oxidase
3wgt,P00371,1.4.3.3,D-amino-acid oxidase
1c0p,P80324,1.4.3.3,D-amino-acid oxidase
2z5y,P21397,1.4.3.4,monoamine oxidase
6fw0,P27338,1.4.3.4,monoamine oxidase
2vvm,P46882,1.4.3.4,monoamine oxidase
1wv4,P0AFI7,1.4.3.5,pyridoxal 5'-phosphate synthase
2e1m,Q8L3C7,1.4.3.11,L-glutamate oxidase
1knr,P10902,1.4.3.16,L-aspartate oxidase
5kxj,Q8ZMX9,1.4.3.16,L-aspartate oxidase
2e5v,Q972D2,1.4.3.16,L-aspartate oxidase
1ryi,O31616,1.4.3.19,glycine oxidase
6grr,P46883,1.4.3.21,primary-amine oxidase
1ksi,Q43077,1.4.3.21,primary-amine oxidase
3sxx,P12807,1.4.3.21,primary-amine oxidase
1tu5,Q29437,1.4.3.21,primary-amine oxidase
2z5y,P21397,1.4.3.21,primary-amine oxidase
6fw0,P27338,1.4.3.21,primary-amine oxidase
3wa2,P46881,1.4.3.21,primary-amine oxidase
3hi7,P19801,1.4.3.22,diamine oxidase
1wyu,Q5SKW7,1.4.4.2,glycine dehydrogenase (aminomethyl-transferring)
1ofd,P55038,1.4.7.1,glutamate synthase (ferredoxin)
2bbk,P29894,1.4.9.1,methylamine dehydrogenase (amicyanin)
2bbk,P22619,1.4.9.1,methylamine dehydrogenase (amicyanin)
2oiz,P84887,1.4.9.2,aralkylamine dehydrogenase (azurin)
2oiz,P84888,1.4.9.2,aralkylamine dehydrogenase (azurin)
3nyc,Q9HXE3,1.4.99.6,D-arginine dehydrogenase
5uax,P32322,1.5.1.2,pyrroline-5-carboxylate reductase
2bl9,O02604,1.5.1.3,dihydrofolate reductase
3rg9,Q27783,1.5.1.3,dihydrofolate reductase
2rh2,P00383,1.5.1.3,dihydrofolate reductase
1vdr,P15093,1.5.1.3,dihydrofolate reductase
1juv,P04382,1.5.1.3,dihydrofolate reductase
1aoe,P22906,1.5.1.3,dihydrofolate reductase
1kmv,P00374,1.5.1.3,dihydrofolate reductase
3dfr,P00381,1.5.1.3,dihydrofolate reductase
4klx,P9WNX1,1.5.1.3,dihydrofolate reductase
3nzb,P16184,1.5.1.3,dihydrofolate reductase
2w9h,P0A017,1.5.1.3,dihydrofolate reductase
1cz3,Q60034,1.5.1.3,dihydrofolate reductase
1a4i,P11586,1.5.1.5,methylenetetrahydrofolate dehydrogenase (NADP(+))
2c2x,P9WG81,1.5.1.5,methylenetetrahydrofolate dehydrogenase (NADP(+))
3ngx,Q05213,1.5.1.5,methylenetetrahydrofolate dehydrogenase (NADP(+))
1lu9,P55818,1.5.1.5,methylenetetrahydrofolate dehydrogenase (NADP(+))
2cq8,O75891,1.5.1.6,formyltetrahydrofolate dehydrogenase
2qrl,P38998,1.5.1.7,"saccharopine dehydrogenase (NAD(+), L-lysine-forming)"
2axq,P38999,1.5.1.10,"saccharopine dehydrogenase (NADP(+), L-glutamate-forming)"
3c7a,Q9BHM6,1.5.1.11,D-octopine dehydrogenase
1edz,Q02046,1.5.1.15,methylenetetrahydrofolate dehydrogenase (NAD(+))
6fnu,P46151,1.5.1.20,methylenetetrahydrofolate reductase [NAD(P)H]
1wtj,Q4U331,1.5.1.21,1-piperideine-2-carboxylate/1-pyrroline-2-carboxylate reductase (NADPH)
4bva,O54983,1.5.1.25,thiomorpholine-carboxylate dehydrogenase
1bg6,Q44297,1.5.1.28,opine dehydrogenase
1hdo,P30043,1.5.1.30,flavin reductase (NADPH)
1icr,P38489,1.5.1.34,"6,7-dihydropteridine reductase"
2ecu,Q5SJP7,1.5.1.36,flavin reductase (NADH)
3pft,B6CDL6,1.5.1.37,FAD reductase (NADH)
1r53,P28777,1.5.1.38,FMN reductase (NADPH)
1bkj,Q56691,1.5.1.38,FMN reductase (NADPH)
4c76,Q88J85,1.5.1.38,FMN reductase (NADPH)
6dqp,P80644,1.5.1.38,FMN reductase (NADPH)
1t0i,Q07923,1.5.1.39,FMN reductase [NAD(P)H]
1jay,O29370,1.5.1.40,8-hydroxy-5-deazaflavin:NADPH oxidoreductase
1qfj,P0AEN1,1.5.1.41,riboflavin reductase [NAD(P)H]
3pft,B6CDL6,1.5.1.42,FMN reductase (NADH)
3fst,P0AEZ1,1.5.1.54,methylenetetrahydrofolate reductase (NADH)
2gf3,P40859,1.5.3.1,sarcosine oxidasee (formaldehyde-forming)
3ng7,Q93NH4,1.5.3.5,(S)-6-hydroxynicotine oxidase
6cr0,A0A075BSX9,1.5.3.5,(S)-6-hydroxynicotine oxidase
2bvf,P08159,1.5.3.6,(R)-6-hydroxynicotine oxidase
1pj5,Q9AGP8,1.5.3.10,dimethylglycine oxidase
1b37,O64411,1.5.3.14,"polyamine oxidase (propane-1,3-diamine-forming)"
1b37,O64411,1.5.3.15,"N(8)-acetylspermidine oxidase (propane-1,3-diamine-forming)"
1rsg,P50264,1.5.3.17,non-specific polyamine oxidase
2ohh,Q50497,1.5.3.22,coenzyme F420H2 oxidase
2gmh,P55931,1.5.5.1,electron-transferring-flavoprotein dehydrogenase
4h6q,Q9RW55,1.5.5.2,proline dehydrogenase
2g37,Q72IB8,1.5.5.2,proline dehydrogenase
4o8a,P09546,1.5.5.2,proline dehydrogenase
1o94,P16099,1.5.8.2,trimethylamine dehydrogenase
4pab,Q63342,1.5.8.4,dimethylglycine dehydrogenase
1qv9,P94951,1.5.98.1,methylenetetrahydromethanopterin dehydrogenase
1ezw,Q8TXY4,1.5.98.2,"5,10-methylenetetrahydromethanopterin reductase"
1w1o,Q9T0N8,1.5.99.12,cytokinin dehydrogenase
2exr,Q9FUJ1,1.5.99.12,cytokinin dehydrogenase
3w5h,P83686,1.6.2.2,cytochrome-b5 reductase
3lf5,Q7L1T6,1.6.2.2,cytochrome-b5 reductase
4dql,P14779,1.6.2.4,NADPH--hemoprotein reductase
5gxu,Q9SUM3,1.6.2.4,NADPH--hemoprotein reductase
3qft,P16435,1.6.2.4,NADPH--hemoprotein reductase
3fjo,P16603,1.6.2.4,NADPH--hemoprotein reductase
2co8,Q8TDZ2,1.6.3.1,NAD(P)H oxidase (H2O2-forming)
4txi,Q8VDP3,1.6.3.1,NAD(P)H oxidase (H2O2-forming)
2bc0,Q5XC60,1.6.3.4,NADH oxidase (H2O-forming)
3qj4,Q5VYX0,1.6.3.5,renalase
4zcd,Q48MT7,1.6.3.5,renalase
3l9w,P0A754,1.6.5.2,NAD(P)H dehydrogenase (quinone)
1xdi,P9WHH7,1.6.5.2,NAD(P)H dehydrogenase (quinone)
1ydg,Q9RYU4,1.6.5.2,NAD(P)H dehydrogenase (quinone)
3zho,P0A8G6,1.6.5.2,NAD(P)H dehydrogenase (quinone)
2a5l,Q9I509,1.6.5.2,NAD(P)H dehydrogenase (quinone)
2zcu,P39315,1.6.5.2,NAD(P)H dehydrogenase (quinone)
4twl,A7MAQ2,1.6.5.4,monodehydroascorbate reductase (NADH)
5jci,Q652L6,1.6.5.4,monodehydroascorbate reductase (NADH)
2j8z,Q53FA7,1.6.5.5,NADPH:quinone reductase
1yb5,Q08257,1.6.5.5,NADPH:quinone reductase
3qwb,P38230,1.6.5.5,NADPH:quinone reductase
4g6h,P32340,1.6.5.9,NADH:ubiquinone reductase (non-electrogenic)
2gjl,Q9I4V0,1.6.5.9,NADH:ubiquinone reductase (non-electrogenic)
1z41,P54550,1.6.99.1,NADPH dehydrogenase
4gbu,Q02899,1.6.99.1,NADPH dehydrogenase
2bii,P49050,1.7.1.3,nitrate reductase (NADPH)
2c6q,Q9P2T1,1.7.1.7,GMP reductase
1ypf,Q81JJ9,1.7.1.7,GMP reductase
4urp,P37261,1.7.1.9,nitroquinoline-N-oxide reductase
4f8b,O31678,1.7.1.13,preQ1 synthase
3uxj,Q9KTK0,1.7.1.13,preQ1 synthase
1jfb,P23295,1.7.1.14,"nitric oxide reductase [NAD(P)(+), nitrous oxide-forming]"
3u7i,Q81UB2,1.7.1.17,FMN-dependent NADH-azoreductase
4n65,Q9I5F3,1.7.1.17,FMN-dependent NADH-azoreductase
2z98,P41407,1.7.1.17,FMN-dependent NADH-azoreductase
1qks,P72181,1.7.2.1,nitrite reductase (NO-forming)
1nir,P24474,1.7.2.1,nitrite reductase (NO-forming)
5akr,P25006,1.7.2.1,nitrite reductase (NO-forming)
3fo3,L0DSL2,1.7.2.2,nitrite reductase (cytochrome; ammonia-forming)
2j7a,Q72EF3,1.7.2.2,nitrite reductase (cytochrome; ammonia-forming)
3bnj,Q9S1E5,1.7.2.2,nitrite reductase (cytochrome; ammonia-forming)
1eu1,Q57366,1.7.2.3,trimethylamine-N-oxide reductase
3wfd,Q59647,1.7.2.5,nitric-oxide reductase (cytochrome c)
4n4n,Q50925,1.7.2.6,hydroxylamine dehydrogenase
5c2v,Q1Q0T2,1.7.2.7,hydrazine synthase
5c2v,Q1Q0T3,1.7.2.7,hydrazine synthase
4n4n,Q50925,1.7.2.9,hydroxylamine oxidase
3mkh,B2AM55,1.7.3.1,nitroalkane oxidase
3l8w,Q00511,1.7.3.3,factor independent urate hydroxylase
4mb8,Q5FZI9,1.7.3.3,factor independent urate hydroxylase
3egw,P09152,1.7.5.1,nitrate reductase (quinone)
3egw,P11349,1.7.5.1,nitrate reductase (quinone)
3egw,P11350,1.7.5.1,nitrate reductase (quinone)
1x8p,Q94734,1.7.6.1,nitrite dismutase
1gnl,Q01770,1.7.99.1,hydroxylamine reductase
1gnt,P31101,1.7.99.1,hydroxylamine reductase
1qks,P72181,1.7.99.1,hydroxylamine reductase
1nir,P24474,1.7.99.1,hydroxylamine reductase
6c3m,P17846,1.8.1.2,assimilatory sulfite reductase (NADPH)
1ykg,P38038,1.8.1.2,assimilatory sulfite reductase (NADPH)
1ebd,P11959,1.8.1.4,dihydrolipoyl dehydrogenase
5u8u,Q9I3D1,1.8.1.4,dihydrolipoyl dehydrogenase
3rnm,P09622,1.8.1.4,dihydrolipoyl dehydrogenase
4m52,P9WHH9,1.8.1.4,dihydrolipoyl dehydrogenase
1mo9,Q56839,1.8.1.5,2-oxopropyl-CoM reductase (carboxylating)
3dk9,P00390,1.8.1.7,glutathione-disulfide reductase
1onf,Q94655,1.8.1.7,glutathione-disulfide reductase
2fwg,P36655,1.8.1.8,protein-disulfide reductase
2q0l,P56431,1.8.1.9,thioredoxin-disulfide reductase
3dgh,P91938,1.8.1.9,thioredoxin-disulfide reductase
3h8q,Q86VQ6,1.8.1.9,thioredoxin-disulfide reductase
4b1b,P61076,1.8.1.9,thioredoxin-disulfide reductase
1fec,P39040,1.8.1.12,trypanothione-disulfide reductase
4eqs,Q2FIA5,1.8.1.14,CoA-disulfide reductase
4fx9,O58308,1.8.1.14,CoA-disulfide reductase
2r9z,D0VWY5,1.8.1.16,glutathione amide reductase
4wqd,D3RVD4,1.8.2.2,thiosulfate dehydrogenase
2a9d,P07850,1.8.3.1,sulfite oxidase
1mj4,P51687,1.8.3.1,sulfite oxidase
1oqc,Q63042,1.8.3.2,thiol oxidase
4e0i,P27882,1.8.3.2,thiol oxidase
1jr8,Q12284,1.8.3.2,thiol oxidase
3gwl,Q65163,1.8.3.2,thiol oxidase
3llk,O00391,1.8.3.2,thiol oxidase
6hf1,Q8BND5,1.8.3.2,thiol oxidase
3td7,Q5UP54,1.8.3.2,thiol oxidase
1z70,Q8NBK3,1.8.3.7,formylglycine-generating enzyme
1sen,O95881,1.8.4.2,protein-disulfide reductase (glutathione)
1sur,P17854,1.8.4.8,phosphoadenylyl-sulfate reductase (thioredoxin)
2oq2,P18408,1.8.4.8,phosphoadenylyl-sulfate reductase (thioredoxin)
2goy,O05927,1.8.4.10,adenylyl-sulfate reductase (thioredoxin)
4gwb,Q92Y45,1.8.4.11,peptide-methionine (S)-S-oxide reductase
2h30,P14930,1.8.4.11,peptide-methionine (S)-S-oxide reductase
1fvg,P54149,1.8.4.11,peptide-methionine (S)-S-oxide reductase
3pim,P40029,1.8.4.11,peptide-methionine (S)-S-oxide reductase
2h30,P14930,1.8.4.12,peptide-methionine (R)-S-oxide reductase
3mao,Q9NZV6,1.8.4.12,peptide-methionine (R)-S-oxide reductase
3cxk,Q3JRF0,1.8.4.12,peptide-methionine (R)-S-oxide reductase
3mao,Q9NZV6,1.8.4.14,L-methionine (R)-S-oxide reductase
5d9x,Q65XA0,1.8.5.1,glutathione dehydrogenase (ascorbate)
5yvn,P78417,1.8.5.1,glutathione dehydrogenase (ascorbate)
1eu1,Q57366,1.8.5.3,respiratory dimethylsulfoxide reductase
3h8l,Q7ZAG8,1.8.5.4,bacterial sulfide:quinone reductase
3sx6,B7JBP8,1.8.5.4,bacterial sulfide:quinone reductase
4g0i,P42620,1.8.5.7,glutathionyl-hydroquinone reductase
5h92,O23813,1.8.7.1,assimilatory sulfite reductase (ferredoxin)
1zj8,P9WJ03,1.8.7.1,assimilatory sulfite reductase (ferredoxin)
1dj7,Q55389,1.8.7.2,ferredoxin:thioredoxin reductase
1xw3,Q9BYN0,1.8.98.2,sulfiredoxin
4k36,Q0TTH1,1.8.98.7,cysteine-type anaerobic sulfatase-maturating enzyme
3gyx,T2G6Z9,1.8.99.2,adenylyl-sulfate reductase
3mm5,Q59109,1.8.99.5,dissimilatory sulfite reductase
3mm5,Q59110,1.8.99.5,dissimilatory sulfite reductase
3o5a,P39185,1.9.6.1,nitrate reductase (cytochrome)
2nap,P81186,1.9.6.1,nitrate reductase (cytochrome)
5zlm,P07788,1.10.3.2,laccase
2q9o,Q70KY3,1.10.3.2,laccase
1aoz,P37064,1.10.3.3,L-ascorbate oxidase
3gyr,Q53692,1.10.3.4,o-aminophenol oxidase
1s5l,P0A444,1.10.3.9,photosystem II
5xnl,P06585,1.10.3.9,photosystem II
5b66,P51765,1.10.3.9,photosystem II
5xnl,P06006,1.10.3.9,photosystem II
1s5l,Q8CM25,1.10.3.9,photosystem II
5b66,D0VWR8,1.10.3.9,photosystem II
4hms,Q51793,1.10.3.16,dihydrophenazinedicarboxylate synthase
4fgl,P16083,1.10.5.1,ribosyldihydronicotinamide dehydrogenase (quinone)
1nhp,P37062,1.11.1.1,NADH peroxidase
3e2o,P00431,1.11.1.5,cytochrome-c peroxidase
1sy7,Q9C168,1.11.1.6,catalase
1dgf,P04040,1.11.1.6,catalase
1gwe,P29422,1.11.1.6,catalase
5bv2,P21179,1.11.1.6,catalase
1o9i,P60355,1.11.1.6,catalase
1io7,Q55080,1.11.1.7,peroxidase
1gwu,P00433,1.11.1.7,peroxidase
5aog,P84516,1.11.1.7,peroxidase
1c8i,P28313,1.11.1.7,peroxidase
6mws,P25373,1.11.1.9,glutathione peroxidase
2f8a,P07203,1.11.1.9,glutathione peroxidase
2v1m,Q00277,1.11.1.9,glutathione peroxidase
2p31,Q96SL4,1.11.1.9,glutathione peroxidase
1hqo,P23202,1.11.1.9,glutathione peroxidase
3bb0,P49053,1.11.1.10,chloride peroxidase
2ciw,P04963,1.11.1.10,chloride peroxidase
2f8a,P07203,1.11.1.12,phospholipid-hydroperoxide glutathione peroxidase
3m5q,Q02567,1.11.1.13,manganese peroxidase
4bll,Q9UR19,1.11.1.16,versatile peroxidase
1qi9,P81701,1.11.1.18,bromide peroxidase
1up8,O81959,1.11.1.18,bromide peroxidase
3vlm,O59651,1.11.1.21,catalase peroxidase
5jhx,A4QUT2,1.11.1.21,catalase peroxidase
5sxw,Q3JNW6,1.11.1.21,catalase peroxidase
2bnm,Q56185,1.11.1.23,(S)-2-hydroxypropylphosphonic acid epoxidase
4owy,P38013,1.11.1.24,thioredoxin-dependent peroxiredoxin
5zte,Q96291,1.11.1.24,thioredoxin-dependent peroxiredoxin
5epf,P9WID9,1.11.1.24,thioredoxin-dependent peroxiredoxin
5ima,Q8P9V9,1.11.1.24,thioredoxin-dependent peroxiredoxin
2a4v,P40553,1.11.1.24,thioredoxin-dependent peroxiredoxin
5hqp,Q13162,1.11.1.24,thioredoxin-dependent peroxiredoxin
3wgx,O08807,1.11.1.24,thioredoxin-dependent peroxiredoxin
5j9c,O43099,1.11.1.24,thioredoxin-dependent peroxiredoxin
3a2v,Q9Y9L0,1.11.1.24,thioredoxin-dependent peroxiredoxin
5xbr,O58966,1.11.1.24,thioredoxin-dependent peroxiredoxin
5dvb,Q04120,1.11.1.24,thioredoxin-dependent peroxiredoxin
4ma9,P0A251,1.11.1.26,NADH-dependent peroxiredoxin
1nm3,P44758,1.11.1.27,glutathione-dependent peroxiredoxin
2bmx,P9WQB7,1.11.1.28,lipoyl-dependent peroxiredoxin
5c04,P9WIE3,1.11.1.29,mycoredoxin-dependent peroxiredoxin
6ekz,B9W4V6,1.11.2.1,unspecific peroxygenase
5mfa,P05164,1.11.2.2,myeloperoxidase
6fyj,I3DZK9,1.11.2.4,fatty-acid peroxygenase
2auv,Q46505,1.12.1.3,hydrogen dehydrogenase (NADP(+))
4u9h,P21852,1.12.2.1,cytochrome-c3 hydrogenase
4u9h,P21853,1.12.2.1,cytochrome-c3 hydrogenase
6cfw,Q8U0Z8,1.12.7.2,ferredoxin hydrogenase
6cfw,Q8U0Z6,1.12.7.2,ferredoxin hydrogenase
6cfw,Q8U0Z7,1.12.7.2,ferredoxin hydrogenase
3c8y,P29166,1.12.7.2,ferredoxin hydrogenase
1hfe,P07598,1.12.7.2,ferredoxin hydrogenase
1hfe,P07603,1.12.7.2,ferredoxin hydrogenase
5ok4,P32440,1.12.98.2,"5,10-methenyltetrahydromethanopterin hydrogenase"
6g94,P0ACD8,1.12.99.6,hydrogenase (acceptor)
6g94,P69739,1.12.99.6,hydrogenase (acceptor)
3hhy,P95607,1.13.11.1,"catechol 1,2-dioxygenase"
4whs,P00436,1.13.11.3,"protocatechuate 3,4-dioxygenase"
4whs,P00437,1.13.11.3,"protocatechuate 3,4-dioxygenase"
3zds,Q88E47,1.13.11.5,"homogentisate 1,2-dioxygenase"
4r52,Q1LCS4,1.13.11.6,"3-hydroxyanthranilate 3,4-dioxygenase"
2qnk,P46952,1.13.11.6,"3-hydroxyanthranilate 3,4-dioxygenase"
1b4u,P22635,1.13.11.8,"protocatechuate 4,5-dioxygenase"
1b4u,P22636,1.13.11.8,"protocatechuate 4,5-dioxygenase"
4hka,P20351,1.13.11.11,"tryptophan 2,3-dioxygenase"
4pw8,P48775,1.13.11.11,"tryptophan 2,3-dioxygenase"
2nw8,Q8PDA8,1.13.11.11,"tryptophan 2,3-dioxygenase"
3rde,P16469,1.13.11.12,linoleate 13S-lipoxygenase
4wfo,P08170,1.13.11.12,linoleate 13S-lipoxygenase
2gcu,Q9C8L4,1.13.11.18,persulfide dioxygenase
5i0u,P21816,1.13.11.20,cysteine dioxygenase
4qm9,O32085,1.13.11.20,cysteine dioxygenase
6h1h,O00625,1.13.11.24,"quercetin 2,3-dioxygenase"
1juh,Q7SIC2,1.13.11.24,"quercetin 2,3-dioxygenase"
1y3t,P42106,1.13.11.24,"quercetin 2,3-dioxygenase"
1tq5,P46852,1.13.11.24,"quercetin 2,3-dioxygenase"
2zyq,P9WNW7,1.13.11.25,dioxygenase
1tfz,P93836,1.13.11.27,4-hydroxyphenylpyruvate dioxygenase
3isq,P32754,1.13.11.27,4-hydroxyphenylpyruvate dioxygenase
1cjx,P80064,1.13.11.27,4-hydroxyphenylpyruvate dioxygenase
2pw6,P24197,1.13.11.29,stizolobate synthase
3rde,P16469,1.13.11.31,arachidonate 12-lipoxygenase
3rde,P16469,1.13.11.33,arachidonate 15-lipoxygenase
4nre,O15296,1.13.11.33,arachidonate 15-lipoxygenase
3v99,P09917,1.13.11.34,arachidonate 5-lipoxygenase
1tmx,Q5PXQ6,1.13.11.37,"hydroxyquinol 1,2-dioxygenase"
1kw3,P17297,1.13.11.39,"biphenyl-2,3-diol 1,2-dioxygenase"
3fg1,O16025,1.13.11.40,arachidonate 8-lipoxygenase
3ibt,O33472,1.13.11.47,"3-hydroxy-4-oxoquinoline 2,4-dioxygenase"
4cfs,O31266,1.13.11.48,"3-hydroxy-2-methylquinolin-4-one 2,4-dioxygenase"
4u72,P14902,1.13.11.52,"indoleamine 2,3-dioxygenase"
4qgl,Q81MI9,1.13.11.53,acireductone dioxygenase (Ni(2+)-requiring)
2hji,Q9ZFE7,1.13.11.53,acireductone dioxygenase (Ni(2+)-requiring)
5i8t,Q99JT9,1.13.11.53,acireductone dioxygenase (Ni(2+)-requiring)
4qgl,Q81MI9,1.13.11.54,acireductone dioxygenase (Fe(2+)-requiring)
2hji,Q9ZFE7,1.13.11.54,acireductone dioxygenase (Fe(2+)-requiring)
5i8t,Q99JT9,1.13.11.54,acireductone dioxygenase (Fe(2+)-requiring)
2ei0,P0A108,1.13.11.56,"1,2-dihydroxynaphthalene dioxygenase"
1ik3,P09186,1.13.11.58,linoleate 9S-lipoxygenase
4yar,Q5IW40,1.13.11.72,2-hydroxyethylphosphonate dioxygenase
3vsj,Q6J1Z6,1.13.11.74,"2-aminophenol 1,6-dioxygenase"
3vsj,Q6J1Z6,1.13.11.76,"2-amino-5-chlorophenol 1,6-dioxygenase"
4mlm,D0E8I5,1.13.11.78,2-amino-1-hydroxyethylphosphonate dioxygenase (glycine-forming)
2isk,Q92PC8,1.13.11.79,"aerobic 5,6-dimethylbenzimidazole synthase"
2np9,Q8KLK7,1.13.11.80,"(3,5-dihydroxyphenyl)acetyl-CoA 1,2-dioxygenase"
1nbu,P9WNC5,1.13.11.81,"7,8-dihydroneopterin oxygenase"
4hhr,Q9SGH6,1.13.11.92,fatty acid alpha-dioxygenase
2rjb,A0A0H2UZX2,1.13.11.93,2-oxoadipate dioxygenase/decarboxylase
4iv9,P06617,1.13.12.3,tryptophan 2-monooxygenase
2psf,P27652,1.13.12.5,Renilla-type luciferase
2d1s,P13129,1.13.12.7,firefly luciferase
3rix,P08659,1.13.12.7,firefly luciferase
3ayj,Q5W9R9,1.13.12.9,phenylalanine 2-monooxygenase
1vpr,O77206,1.13.12.18,dinoflagellate luciferase
3kg0,O54259,1.13.12.22,deoxynogalonate monooxygenase
4c5w,O75936,1.14.11.1,gamma-butyrobetaine dioxygenase
4bt9,P13674,1.14.11.2,procollagen-proline 4-dioxygenase
6evn,O15460,1.14.11.2,procollagen-proline 4-dioxygenase
2xse,Q9U6M1,1.14.11.6,thymine dioxygenase
5jqy,Q12797,1.14.11.16,peptide-aspartate beta-dioxygenase
1otj,P37610,1.14.11.17,taurine dioxygenase
2a1x,O14832,1.14.11.18,phytanoyl-CoA dioxygenase
1ds1,Q05581,1.14.11.21,clavaminate synthase
4bbq,Q9Y2K7,1.14.11.27,[histone H3]-dimethyl-L-lysine(36) demethylase
4qxb,P59997,1.14.11.27,[histone H3]-dimethyl-L-lysine(36) demethylase
4cck,Q9H6W3,1.14.11.27,[histone H3]-dimethyl-L-lysine(36) demethylase
1e5r,O09345,1.14.11.28,proline 3-hydroxylase
4bqy,Q9GZT9,1.14.11.29,hypoxia-inducible factor-proline dioxygenase
3d8c,Q9NWT6,1.14.11.30,hypoxia-inducible factor-asparagine dioxygenase
3s57,Q6NS38,1.14.11.33,DNA oxidative demethylase
2iuw,Q96Q83,1.14.11.33,DNA oxidative demethylase
4jht,P05050,1.14.11.33,DNA oxidative demethylase
2rdq,Q82IZ1,1.14.11.35,1-deoxypentalenic acid 11beta-hydroxylase
4y5t,Q4WAW9,1.14.11.38,verruculogen synthase
2og5,Q9Z4Z5,1.14.11.39,L-asparagine oxygenase
2wbq,Q6WZB0,1.14.11.41,L-arginine hydroxylase
3al5,A2RUC4,1.14.11.42,tRNA(Phe) (7-(3-amino-3-carboxypropyl)wyosine(37)-C(2))-hydroxylase
